,edad-actual,edad-morir,hijes-tenes,gestacion-aborto,gestacion-persona,genero-coincide,morir-cuerpo,morir-redes,miedo-propia,miedo-resto,muerte-experiencia,muerte-eutanasia,firstTime,hijes-gustaria,hijes-volveria
816,30,100,0,8,16,100,72,3,9,66,20,70,True,100.0,
817,35,101,0,42,29,78,0,0,64,83,0,100,True,37.0,
818,25,83,0,42,42,100,0,69,22,76,19,100,True,25.0,
819,24,90,0,24,42,90,77,2,78,48,0,100,True,87.0,
820,24,23,0,14,16,100,100,69,75,35,10,100,True,22.0,
821,36,81,0,12,42,33,0,0,79,96,30,100,True,0.0,
822,47,80,1,12,42,86,0,0,28,75,0,100,True,,100.0
823,35,130,0,20,42,100,52,0,67,66,11,100,True,0.0,
824,32,74,0,12,30,100,9,0,16,85,0,100,True,66.0,
825,38,89,0,10,16,100,31,3,65,88,100,100,True,100.0,
826,34,100,0,12,12,100,15,13,74,71,65,100,True,0.0,
827,31,80,0,20,30,100,25,0,40,68,48,100,True,0.0,
828,30,100,0,42,42,77,16,64,69,81,0,100,True,63.0,
829,21,100,0,20,4,100,83,4,7,63,63,100,True,92.0,
830,30,130,0,16,42,100,0,3,64,100,22,100,True,51.0,
831,35,130,0,12,0,71,75,58,80,85,62,100,True,73.0,
832,20,86,0,24,42,85,65,60,74,100,32,100,True,59.0,
833,28,80,0,16,30,81,0,0,79,100,84,100,True,20.0,
834,25,90,0,12,13,100,0,0,71,93,84,100,True,100.0,
835,45,81,0,20,42,100,100,0,100,100,0,100,True,48.0,
836,27,92,0,10,30,100,0,0,64,64,19,100,True,76.0,
837,36,95,0,0,1,100,86,0,1,0,61,0,True,100.0,
838,30,90,0,22,22,100,13,0,63,63,0,100,True,59.0,
839,26,95,0,25,28,100,0,0,70,88,18,100,True,29.0,
840,23,90,0,20,30,75,19,0,67,100,70,100,True,100.0,
841,23,100,0,20,42,100,0,0,0,33,0,100,True,31.0,
842,31,98,0,42,42,46,0,0,0,100,10,100,True,4.0,
843,25,101,0,42,42,100,0,0,100,100,100,100,True,82.0,
844,25,85,0,14,35,100,100,0,24,100,75,100,True,62.0,
845,36,81,0,14,42,100,81,4,69,68,9,92,True,59.0,
846,50,80,1,4,0,100,0,0,100,91,0,100,True,,100.0
847,23,80,0,16,42,100,0,0,0,100,0,100,True,60.0,
848,21,81,0,14,42,89,74,0,37,100,52,100,True,45.0,
849,57,80,1,16,28,100,0,56,62,100,0,100,True,,100.0
850,23,90,0,23,42,100,82,29,55,87,49,100,True,56.0,
851,30,77,0,16,24,100,17,17,69,88,28,91,True,76.0,
852,27,101,0,16,30,100,72,31,61,100,76,100,True,85.0,
853,24,130,0,17,29,100,0,0,100,100,0,81,True,37.0,
854,30,87,0,12,42,75,0,0,79,100,48,100,True,75.0,
855,26,104,0,10,38,18,45,43,29,30,100,100,True,77.0,
856,24,90,0,11,42,100,69,79,100,97,100,85,True,100.0,
857,27,95,0,15,14,100,28,0,64,76,16,81,True,100.0,
858,36,95,0,12,0,79,0,13,48,50,50,100,True,50.0,
859,27,80,1,12,42,100,35,75,64,91,72,100,True,,61.0
860,20,102,0,28,30,57,27,64,72,55,51,85,True,16.0,
861,31,83,0,12,12,100,100,0,29,100,57,100,True,19.0,
862,30,85,0,14,42,100,18,0,55,100,100,100,True,19.0,
863,36,95,0,12,42,100,100,0,59,41,0,100,True,100.0,
864,31,92,0,12,42,100,65,19,19,79,0,100,True,76.0,
865,25,108,0,12,42,100,0,0,0,0,100,100,True,45.0,
866,47,130,0,14,14,71,0,0,62,44,33,75,True,25.0,
867,31,90,0,12,38,100,21,21,100,100,19,100,True,100.0,
868,42,101,1,12,42,100,0,0,42,100,100,100,True,,100.0
869,59,90,1,4,42,100,100,0,99,100,100,100,True,,99.0
870,40,94,1,30,0,100,0,12,0,100,0,100,True,,100.0
871,42,88,0,14,42,91,6,77,79,100,0,100,True,85.0,
872,34,130,0,20,0,100,0,0,72,100,0,100,True,100.0,
873,27,93,0,8,42,83,61,37,65,100,88,100,True,60.0,
874,18,88,0,19,42,100,39,77,63,100,50,100,True,39.0,
875,32,85,0,20,26,100,0,0,20,22,13,77,True,75.0,
876,23,80,0,40,42,64,72,37,71,84,21,100,True,37.0,
877,42,80,1,16,39,100,0,0,79,100,16,100,True,,93.0
878,26,70,0,12,20,87,0,60,36,88,35,100,True,14.0,
879,19,62,0,14,42,100,14,71,55,63,7,100,True,34.0,
880,31,80,0,15,42,100,0,1,36,100,50,100,True,18.0,
881,27,59,0,12,28,100,61,72,100,100,0,100,True,0.0,
882,25,86,0,4,42,100,18,0,100,100,72,86,True,45.0,
883,25,90,0,21,42,100,76,0,86,100,22,100,True,23.0,
884,29,80,0,8,16,100,72,73,80,100,0,100,True,0.0,
885,49,92,0,14,24,95,23,0,68,70,16,100,True,0.0,
886,27,80,0,12,16,100,65,0,26,80,100,100,True,100.0,
887,29,100,0,8,8,89,16,47,83,84,17,100,True,23.0,
888,32,101,0,12,21,74,0,0,78,100,0,99,True,100.0,
889,41,101,0,14,14,100,20,20,0,0,0,100,True,100.0,
890,25,85,0,8,12,100,0,0,18,65,0,75,True,69.0,
891,28,93,0,22,36,100,77,5,30,81,30,80,True,53.0,
892,30,90,0,9,33,19,16,17,94,97,4,100,True,1.0,
893,29,90,0,15,24,100,14,84,76,47,26,82,True,12.0,
894,29,80,0,12,30,100,0,0,30,100,57,100,True,35.0,
895,35,87,1,15,42,100,0,0,100,100,0,100,True,,100.0
896,23,70,0,25,42,100,0,0,0,74,51,100,True,27.0,
897,19,100,0,14,20,100,0,0,100,100,2,97,True,100.0,
898,44,90,1,18,42,100,0,71,67,100,0,100,True,,98.0
899,25,78,0,12,24,75,0,0,82,100,100,100,True,0.0,
900,25,94,0,42,42,100,23,100,12,100,79,100,True,100.0,
901,42,86,1,16,40,91,67,0,16,83,0,100,True,,32.0
902,26,60,0,12,14,41,0,0,62,98,79,100,True,0.0,
903,28,100,0,12,24,100,74,0,22,81,19,100,True,5.0,
904,36,130,0,0,0,100,49,16,100,100,14,100,True,100.0,
905,34,85,0,16,16,100,74,74,78,19,0,100,True,100.0,
906,24,85,0,38,4,67,56,27,80,100,66,100,True,100.0,
907,21,70,0,42,1,91,0,0,18,43,0,100,True,15.0,
908,32,90,0,18,42,100,87,0,75,100,100,100,True,0.0,
909,24,85,0,12,35,0,27,0,81,92,100,100,True,100.0,
910,23,105,0,22,42,100,52,0,56,80,23,100,True,73.0,
911,43,130,1,0,42,100,0,0,0,2,0,100,True,,100.0
912,33,85,0,15,20,100,100,100,72,75,77,100,True,79.0,
913,26,110,0,15,34,93,9,7,61,73,13,100,True,49.0,
914,22,102,0,20,37,85,58,32,16,55,14,100,True,63.0,
915,20,83,0,14,30,89,85,66,100,100,50,100,True,67.0,
916,27,97,1,0,0,100,100,0,100,100,100,0,True,,100.0
917,24,100,0,36,42,91,0,37,0,88,9,100,True,64.0,
918,31,130,0,2,0,0,0,0,56,100,17,100,True,100.0,
919,31,104,0,20,38,73,100,100,46,81,62,75,True,10.0,
920,25,130,0,22,7,79,78,90,76,75,97,61,True,20.0,
921,19,80,0,14,42,76,0,0,0,22,0,100,True,100.0,
922,35,65,0,22,36,48,0,0,12,0,0,100,True,18.0,
923,21,85,0,1,7,100,64,24,21,26,0,100,True,49.0,
924,27,100,0,14,42,100,74,79,20,21,24,100,True,71.0,
925,33,130,0,20,29,96,100,100,100,100,23,95,True,0.0,
926,56,69,0,42,0,92,67,0,29,69,0,100,True,0.0,
927,22,80,0,14,30,77,0,100,25,100,0,100,True,75.0,
928,22,79,0,16,42,100,13,0,63,100,79,100,True,32.0,
929,32,101,0,10,32,91,37,85,13,87,57,100,True,73.0,
930,19,27,0,42,42,0,0,0,0,100,100,100,True,100.0,
931,33,75,1,16,30,100,100,2,19,40,100,100,True,,100.0
932,61,125,1,8,42,100,100,0,62,75,89,93,True,,50.0
933,36,82,1,14,20,100,16,17,45,66,0,70,True,,100.0
934,27,27,0,12,42,100,100,0,0,100,44,100,True,0.0,
935,34,130,1,0,0,100,66,0,100,100,100,77,True,,100.0
936,32,69,0,42,42,0,100,2,74,88,67,100,True,59.0,
937,22,75,0,14,30,100,12,0,47,70,23,100,True,100.0,
938,43,130,0,14,20,97,0,0,94,92,0,100,True,0.0,
939,29,83,0,30,42,100,0,0,22,87,59,100,True,0.0,
940,30,90,0,12,1,100,78,60,30,76,28,100,True,100.0,
941,61,90,0,0,8,100,0,0,0,85,51,100,True,0.0,
942,37,130,0,42,42,100,20,79,23,66,0,100,True,55.0,
943,34,71,0,12,42,100,0,0,0,30,100,100,True,0.0,
944,20,130,0,8,42,99,16,0,42,57,79,80,True,78.0,
945,26,83,1,14,24,89,94,63,59,100,70,93,True,,100.0
946,24,130,0,12,12,54,0,0,33,11,8,100,True,19.0,
947,30,90,0,14,42,100,0,0,25,40,100,100,True,24.0,
948,23,86,0,10,16,100,0,0,78,100,0,100,True,76.0,
949,46,89,1,0,0,0,100,0,0,100,100,100,True,,100.0
950,40,130,1,42,42,100,0,0,92,68,0,98,True,,79.0
951,70,90,1,12,42,100,50,0,49,50,50,100,True,,100.0
952,28,80,0,14,30,100,25,24,0,14,78,100,True,36.0,
953,28,85,0,37,42,100,100,18,45,100,100,100,True,63.0,
954,24,90,0,15,30,65,19,52,33,70,12,100,True,26.0,
955,24,60,0,16,42,100,0,0,27,60,77,100,True,26.0,
956,30,55,0,6,42,100,0,0,35,85,0,100,True,0.0,
957,20,90,0,12,42,100,34,0,64,90,75,100,True,75.0,
958,27,100,0,12,24,100,100,100,100,100,71,72,True,65.0,
959,39,88,0,8,42,88,16,0,100,87,0,100,True,18.0,
960,30,90,0,8,12,100,20,0,36,93,13,100,True,0.0,
961,27,76,0,30,0,66,0,0,100,100,100,100,True,100.0,
962,32,88,0,6,12,100,18,17,55,98,22,80,True,100.0,
963,26,84,0,42,42,77,80,0,17,88,74,100,True,84.0,
964,28,28,0,15,37,100,0,0,0,100,99,99,True,2.0,
965,43,94,1,12,42,94,0,69,7,26,2,100,True,,92.0
966,37,80,0,24,42,100,22,0,71,73,23,81,True,17.0,
967,26,90,0,14,42,85,52,12,72,94,71,80,True,0.0,
968,29,78,0,15,42,100,100,0,74,100,0,100,True,8.0,
969,32,85,0,12,21,100,48,0,56,43,0,100,True,100.0,
970,17,80,0,12,42,100,78,0,80,88,75,100,True,73.0,
971,32,130,0,14,21,72,15,17,86,100,64,100,True,0.0,
972,49,84,0,3,20,100,0,0,1,0,1,100,True,63.0,
973,19,130,0,26,42,100,68,63,84,100,53,80,True,32.0,
974,42,85,1,4,4,100,0,0,88,89,69,100,True,,99.0
975,27,80,0,13,21,81,0,0,0,60,71,100,True,0.0,
976,45,76,1,30,42,100,0,0,65,91,0,100,True,,100.0
977,37,91,0,41,42,92,0,0,85,86,0,100,True,44.0,
978,35,96,0,12,37,84,100,100,67,100,100,100,True,100.0,
979,24,100,0,18,42,100,76,10,100,100,64,100,True,60.0,
980,50,75,1,12,41,100,0,0,63,100,100,100,True,,100.0
981,24,94,0,6,29,100,100,100,77,100,100,100,True,100.0,
982,24,130,0,42,42,89,100,13,34,19,7,100,True,10.0,
983,39,95,1,16,16,100,13,0,100,100,22,100,True,,100.0
984,27,85,0,10,16,100,0,0,0,100,25,100,True,14.0,
985,31,80,1,16,42,100,0,0,0,100,0,100,True,,100.0
986,23,85,0,32,42,100,0,0,37,100,0,100,True,100.0,
987,51,92,1,3,0,100,0,0,0,100,100,100,True,,100.0
988,24,90,0,8,31,100,78,3,34,92,50,100,True,11.0,
989,33,60,0,42,20,100,50,72,100,100,0,100,True,100.0,
990,38,86,0,15,42,69,0,1,72,100,0,100,True,0.0,
991,42,90,0,20,42,100,26,0,27,100,31,100,True,6.0,
992,36,96,0,42,0,100,0,0,41,100,100,100,True,100.0,
993,23,100,0,27,24,35,67,89,75,91,0,100,True,100.0,
994,26,100,0,20,20,100,62,79,100,100,31,100,True,26.0,
995,50,130,1,24,42,47,0,0,81,86,0,100,True,,5.0
996,27,83,0,15,42,100,25,2,25,31,60,100,True,0.0,
997,32,80,0,22,42,82,14,61,0,25,0,100,True,59.0,
998,21,94,0,9,0,95,59,0,68,95,94,82,True,100.0,
999,31,78,0,21,42,26,100,25,18,78,0,100,True,0.0,
